物料大类,条码/物料编码,图片,名称/物料描述,规格型号,分类/物料组,计量单位,品牌,自定义类别,保质期(天),保质期预警(天),保留小数,状态,标箱折扣系数,货期(天),默认价格,是否标识管理,是否费用化资产
综合物资,5600000069,,冷藏柜/LSC-235H,,资产,台,星星,其他,,,0,已启用,,,,否,否
综合物资,5600000068,,井盖/铸铁D=70cm,,资产,个,,其他,,,0,已启用,,,310.0,否,否
综合物资,5600000067,,紫外线测试仪/LS126C,,资产,个,林上,其他,,,0,已启用,,,3650.0,否,否
综合物资,5600000066,,人字梯/2m,,资产,个,,其他,,,0,已启用,,,200.0,否,否
综合物资,5600000065,,PPR盘（定制）/长85cm*宽45cm*高6cm，厚度0.5cm,,资产,个,,其他,,,0,已启用,,,,否,否
综合物资,5600000064,,户外遮阳伞/单脚伞底直径3米,,资产,把,,其他,,,0,已启用,,,238.0,否,否
综合物资,5600000063,,纸张水份测试仪/2GB,,资产,台,胜利龙,其他,,,0,已启用,,,180.0,否,否
综合物资,5600000062,,彩屏智能型电动送风机/DHZK12AH3.0A,,资产,台,海固,其他,,,0,已启用,,,2800.0,否,否
综合物资,5600000061,,"消毒柜/BF-GJ-H100，3层
烘干+臭氧+紫外杀菌",,资产,个,百丰科技,其他,,,0,已启用,,,4030.0,否,否
综合物资,5600000060,,微波炉/M1-L213C / 20L,,资产,台,美的,其他,,,0,已启用,,,400.0,否,否
综合物资,5600000059,,塑料薄膜封口机,,资产,台,,其他,,,0,已启用,,,50.0,否,否
综合物资,5600000058,,不锈钢灭菌框/直径28.7cmX高20cm,,资产,个,,其他,,,0,已启用,,,285.0,否,否
综合物资,5600000057,,不锈钢灭菌框/直径33X高22cm,,资产,个,,其他,,,0,已启用,,,285.0,否,否
综合物资,5600000056,,防水帆布/2.5m*2.0m*l.5m 配可拆卸不锈钢架,,资产,块,定制,其他,,,0,已启用,,,1650.0,否,否
综合物资,5600000055,,防水帆布/1.4*1.3*2*0.65米,,资产,个,,其他,,,0,已启用,,,455.0,否,否
综合物资,5600000054,,PPR盘/85*35*7cm,,资产,个,,其他,,,0,已启用,,,285.0,否,否
综合物资,5600000053,,PPR盘/长140cm×宽80cm×高20cm 厚度8mm,,资产,个,定制,其他,,,0,已启用,,,1426.0,否,否
综合物资,5600000052,,PPR盘/37cm×34cm×高13cm,,资产,个,定制,其他,,,0,已启用,,,365.0,否,否
综合物资,5600000051,,PPR盘/45cm×23cm×高5cm,,资产,个,定制,其他,,,0,已启用,,,238.0,否,否
综合物资,5600000050,,PPR盘/30cm×30cm×高10cm,,资产,个,定制,其他,,,0,已启用,,,235.0,否,否
综合物资,5600000049,,PPR盘/50cm×34cm×高10cm,,资产,个,定制,其他,,,0,已启用,,,320.0,否,否
综合物资,5600000048,,PPR盘/35cm×30cm×高10cm,,资产,个,定制,其他,,,0,已启用,,,255.0,否,否
综合物资,5600000047,,PPR盆/总长：65cm共（10格）   总宽：40cm（6格）  总高：3-5cm,,资产,个,定制,其他,,,0,已启用,,,850.0,否,否
综合物资,5600000046,,除颤仪/半自动体外除颤器  AED PLUS带屏幕,,资产,台,卓尔,其他,,,0,已启用,,,23800.0,否,否
综合物资,5600000045,,金属机油壶/350ML/DL2403,,资产,个,,其他,,,0,已启用,,,15.0,否,否
综合物资,5600000044,,压力表/-40 - +40kpa,,资产,个,,其他,,,0,已启用,,,102.0,否,否
综合物资,5600000043,,红水温度计/0-100℃，精准度1℃长度300mm,,资产,条,,其他,,,0,已启用,,,9.5,否,否
综合物资,5600000042,,臭氧检测仪/便携式，量程：0-20PPM，分辨率0.1PPM,,资产,台,,其他,,,0,已启用,,,1300.0,否,否
综合物资,5600000041,,抽水泵/QDX3-16-0.37S,,资产,个,上海人民,其他,,,0,已启用,,,240.0,否,否
综合物资,5600000040,,电子称/3000g，e：0.1g,,资产,台,英衡,其他,,,0,已启用,,,430.0,否,否
综合物资,5600000039,,手提式轴流风机/管径12寸*长度10米,,资产,台,,其他,,,0,已启用,,,535.0,否,否
综合物资,5600000038,,洗衣机/XQB80-Z1808 涡轮8KG,,资产,台,海尔,其他,,,0,已启用,,,1250.0,否,否
综合物资,5600000037,,洗衣机/XQB100-Z206,,资产,台,海尔,其他,,,0,已启用,,,1260.0,否,否
综合物资,5600000036,,烘干机/NH-EH31JW,,资产,台,松下,其他,,,0,已启用,,,3300.0,否,否
综合物资,5600000035,,洗衣机/XQB200-2189X,,资产,台,威力,其他,,,0,已启用,,,2000.0,否,否
综合物资,5600000034,,"超声清洗机/容积30L  
结盟  型号：JP-100",,资产,台,,其他,,,0,已启用,,,2420.0,否,否
综合物资,5600000033,,强力三速吹风机（蓝色）/BF533,,资产,台,,其他,,,0,已启用,,,445.0,否,否
综合物资,5600000032,,电子称/30kg，e：10g,,资产,台,,其他,,,0,已启用,,,380.0,否,否
综合物资,5600000031,,晾衣架/1.8-2米,,资产,个,,其他,,,0,已启用,,,180.0,否,否
综合物资,5600000030,,电热水器/E60-R8D1-30,,资产,个,万和,其他,,,0,已启用,,,1313.0,否,否
综合物资,5600000029,,不锈钢晾晒架/落地款 87*36.5*81cm,,资产,个,,其他,,,0,已启用,,,240.0,否,否
综合物资,5600000028,,立式冷藏陈列柜/218L,,资产,个,星星,其他,,,0,已启用,,,1100.0,否,否
综合物资,5600000027,,电热吹风机/MB-AJ0503,,资产,个,美的,其他,,,0,已启用,,,95.0,否,否
综合物资,5600000026,,万用电炉/电子调温单联1KW带炉盖,,资产,台,,其他,,,0,已启用,,,95.0,否,否
综合物资,5600000025,,电热开水瓶/30L,,资产,个,美莱特,其他,,,0,已启用,,,400.0,否,否
综合物资,5600000024,,黄油加注枪/DQ80600/600cc,,资产,把,得力,其他,,,0,已启用,,,600.0,否,否
综合物资,5600000023,,霸威王电池/340*270*210/27kg/24V/125ah,,资产,个,霸威王,其他,,,0,已启用,,,3800.0,否,否
综合物资,5600000022,,白糖垫板/1200*1200*160（150-170）动载1.5T(加8钢条)，平面，川字板,,资产,台,,其他,,,0,已启用,,,320.0,否,否
综合物资,5600000021,,磷酸铁锂电池充电器/20A,,资产,个,,其他,,,0,已启用,,,180.0,否,否
综合物资,5600000020,,"移动拖把架/全不锈钢16拖20钩
水池内径尺寸：长90cm宽36cm深12cm",,资产,个,,其他,,,0,已启用,,,58.0,否,否
综合物资,5600000019,,蓄电池加水枪/LXE-LH-WSG101,,资产,把,Linde,其他,,,0,已启用,,,750.0,否,否
综合物资,5600000018,,不锈钢茶水柜/二层四门70*45*80cm,,资产,个,,其他,,,0,已启用,,,270.0,否,否
综合物资,5600000017,,空调/KFR-35GW/NhGc1B,,资产,台,格力,其他,,,0,已启用,,,3600.0,否,否
综合物资,5600000016,,空调/KFR-26GW/NhGd1B,,资产,台,格力,其他,,,0,已启用,,,3400.0,否,否
综合物资,5600000015,,热水壶/SW-17J419 1.7L,,资产,个,,其他,,,0,已启用,,,50.0,否,否
综合物资,5600000014,,饮水机/MYR718S-X,,资产,台,美的,其他,,,0,已启用,,,220.0,否,否
综合物资,5600000013,,饮水机/MY-L151,,资产,台,美菱,其他,,,0,已启用,,,365.0,否,否
综合物资,5600000012,,饮水机/MY-L222,,资产,台,美菱,其他,,,0,已启用,,,380.0,否,否
综合物资,5600000011,,三步梯/26*38cm加宽踏板， 可折叠,,资产,个,,其他,,,0,已启用,,,195.0,否,否
综合物资,5600000010,,竹梯/底部加防滑套，长7米,,资产,把,,其他,,,0,已启用,,,300.0,否,否
综合物资,5600000009,,竹梯/底部加防滑套，长6.6米,,资产,个,,其他,,,0,已启用,,,300.0,否,否
综合物资,5600000008,,自动杀菌净手器/M-X1,,资产,台,莫顿,其他,,,0,已启用,,,290.0,否,否
综合物资,5600000007,,高速烘手器/81007,,资产,个,澳莎,其他,,,0,已启用,,,290.0,否,否
综合物资,5600000006,,工业落地风扇/750型/FP7517S,,资产,台,艾美特,其他,,,0,已启用,,,375.0,否,否
综合物资,5600000005,,台地扇/FE-45S8电镜 450MM(5G)台地扇 18门,,资产,台,金羚,其他,,,0,已启用,,,220.0,否,否
综合物资,5600000004,,吊扇/FZ5613,,资产,把,AIMEITE,其他,,,0,已启用,,,175.0,否,否
综合物资,5600000003,,落地电风扇/FS-3015h7,,资产,台,格力,其他,,,0,已启用,,,158.0,否,否
综合物资,5600000002,,落地电风扇/FD-40X52,,资产,台,格力,其他,,,0,已启用,,,180.0,否,否
综合物资,5600000001,,壁扇/FW4517A,,资产,台,艾美特,其他,,,0,已启用,,,250.0,否,否
综合物资,5700000017,,藿香正气水/10ml*10支,,应急药品,盒,,其他,,,0,已启用,,,,否,否
综合物资,5700000016,,保济丸/1.85g*20袋,,应急药品,盒,王老吉,其他,,,0,已启用,,,,否,否
综合物资,5700000015,,牛黄解毒片/0.6g*8*20袋,,应急药品,盒,,其他,,,0,已启用,,,,否,否
综合物资,5700000014,,小柴胡,,应急药品,盒,白云山,其他,,,0,已启用,,,,否,否
综合物资,5700000013,,复方板蓝根颗粒/15g*20袋,,应急药品,包,白云山,其他,,,0,已启用,,,,否,否
综合物资,5700000012,,广东凉茶冲剂/10g*20袋,,应急药品,包,王老吉,其他,,,0,已启用,,,,否,否
综合物资,5700000011,,碘伏消毒液,,应急药品,瓶,,其他,,,0,已启用,,,5.5,否,否
综合物资,5700000010,,医用纱布,,应急药品,袋,,其他,,,0,已启用,,,4.8,否,否
综合物资,5700000009,,夏桑菊冲剂/10g*32小包/袋,,应急药品,袋,,其他,,,0,已启用,,,27.5,否,否
综合物资,5700000008,,十滴水/10瓶/盒,,应急药品,盒,,其他,,,0,已启用,,,3.0,否,否
综合物资,5700000007,,云南白药止血粉/4g,,应急药品,盒,,其他,,,0,已启用,,,18.0,否,否
综合物资,5700000006,,医用棉签/50根/包,,应急药品,包,,其他,,,0,已启用,,,3.8,否,否
综合物资,5700000005,,京万红烫伤膏/20g,,应急药品,支,,其他,,,0,已启用,,,33.8,否,否
综合物资,5700000004,,云南白药喷剂/85g+30g,,应急药品,瓶,,其他,,,0,已启用,,,53.9,否,否
综合物资,5700000003,,云南白药创可贴/100贴/盒,,应急药品,盒,,其他,,,0,已启用,,,21.5,否,否
综合物资,5700000002,,眼药水/(丁医生)(焊爽)医用退热凝胶(眼部型),,应急药品,瓶,,其他,,,0,已启用,,,,否,否
综合物资,5700000001,,双氧水/100ml/瓶（小瓶）,,应急药品,瓶,,其他,,,0,已启用,,,3.8,否,否
综合物资,5000000565,,仓库温湿度记录表,,印刷,本,,其他,,,0,已启用,,,6.8,否,否
综合物资,5000000552,,灌装顶盖脱包检查记录,,印刷,本,,其他,,,0,已启用,,,6.8,否,否
综合物资,5000000551,,灌装间卫生检查表,,印刷,本,,其他,,,0,已启用,,,6.8,否,否
综合物资,5000000550,,自动上盖机日常清洁巡检表,,印刷,本,,其他,,,0,已启用,,,6.8,否,否
综合物资,5000000549,,电工日常巡查记录表,,印刷,本,,其他,,,0,已启用,,,6.8,否,否
综合物资,5000000548,,陶瓷过滤器滤芯更换清洗记录,,印刷,本,,其他,,,0,已启用,,,6.8,否,否
综合物资,5000000547,,战马停机例行检查项目,,印刷,本,,其他,,,0,已启用,,,6.8,否,否
综合物资,5000000546,,战马开机例行检查项目,,印刷,本,,其他,,,0,已启用,,,6.8,否,否
综合物资,5000000545,,巡检员检查记录（战马）,,印刷,本,,其他,,,0,已启用,,,6.8,否,否
综合物资,5000000544,,生产环节老鼠粘检查记录,,印刷,本,,其他,,,0,已启用,,,6.8,否,否
综合物资,5000000543,,自动上盖机设备点检标准,,印刷,本,,其他,,,0,已启用,,,6.8,否,否
综合物资,5000000542,,配料工序记录（强化型）/生产用,,印刷,本,,其他,,,0,已启用,,,6.8,否,否
综合物资,5000000541,,废品战马出入库记录/生产用,,印刷,本,,其他,,,0,已启用,,,6.8,否,否
综合物资,5000000540,,战马在线检验设备验证记录表/生产用,,印刷,本,,其他,,,0,已启用,,,6.8,否,否
综合物资,5000000539,,配料CIP工 序 记 录（战马）/生产用,,印刷,本,,其他,,,0,已启用,,,6.8,否,否
综合物资,5000000538,,灌装CIP工 序 记 录（战马）/生产用,,印刷,本,,其他,,,0,已启用,,,6.8,否,否
综合物资,5000000537,,生产主管现场（战马）工序专检表/生产用,,印刷,本,,其他,,,0,已启用,,,6.8,否,否
综合物资,5000000536,,快递接收信息表/安全用,,印刷,本,,其他,,,0,已启用,,,6.8,否,否
综合物资,5000000535,,成品检验状态标识卡（储运）/不干胶17.5cm*15cm,,印刷,张,,其他,,,0,已启用,,,0.18,否,否
综合物资,5000000534,,“广东促销”/12*8.5黄色,,印刷,张,,其他,,,0,已启用,,,0.18,否,否
综合物资,5000000533,,请假单,,印刷,本,,其他,,,0,已启用,,,3.5,否,否
综合物资,5000000532,,战马原材料使用通知单,,印刷,本,,其他,,,0,已启用,,,6.8,否,否
综合物资,5000000531,,战马空罐质量检验报告,,印刷,本,,其他,,,0,已启用,,,6.8,否,否
综合物资,5000000530,,未激活贴纸/不干胶/蓝色,,印刷,张,,其他,,,0,已启用,,,0.8,否,否
综合物资,5000000529,,已激活贴纸/不干胶/红色,,印刷,张,,其他,,,0,已启用,,,0.8,否,否
综合物资,5000000528,,新空压机运行记录表06-23修改版/设备用,,印刷,本,,其他,,,0,已启用,,,6.8,否,否
综合物资,5000000527,,跟班维修人员交接班记录/设备用,,印刷,本,,其他,,,0,已启用,,,6.8,否,否
综合物资,5000000526,,水表抄表记录/设备用,,印刷,本,,其他,,,0,已启用,,,6.8,否,否
综合物资,5000000525,,市政供汽运行记录表/设备用,,印刷,本,,其他,,,0,已启用,,,6.8,否,否
综合物资,5000000524,,蒸汽流量日报表/设备用,,印刷,本,,其他,,,0,已启用,,,6.8,否,否
综合物资,5000000523,,三仓库原材料领用登记表/储运用,,印刷,本,,其他,,,0,已启用,,,6.8,否,否
综合物资,5000000522,,二仓库原材料领用登记表/储运用,,印刷,本,,其他,,,0,已启用,,,6.8,否,否
综合物资,5000000521,,一仓库原材料领用登记表/储运用,,印刷,本,,其他,,,0,已启用,,,6.8,否,否
综合物资,5000000520,,原材料入库检查表/储运部,,印刷,本,,其他,,,0,已启用,,,6.8,否,否
综合物资,5000000519,,生产环节灭蝇灯检查清洁记录/储运用,,印刷,本,,其他,,,0,已启用,,,6.8,否,否
综合物资,5000000518,,仓管员交接班记录本/储运用,,印刷,本,,其他,,,0,已启用,,,12.0,否,否
综合物资,5000000517,,3联出仓单/储运用,,印刷,本,,其他,,,0,已启用,,,1.25,否,否
综合物资,5000000516,,四联单/储运用,,印刷,箱,,其他,,,0,已启用,,,430.0,否,否
综合物资,5000000515,,三联单/储运用,,印刷,箱,,其他,,,0,已启用,,,480.0,否,否
综合物资,5000000514,,取样封条/储运用,,印刷,张,,其他,,,0,已启用,,,0.24,否,否
综合物资,5000000513,,柠檬酸（黄）/储运用,,印刷,张,,其他,,,0,已启用,,,0.25,否,否
综合物资,5000000512,,柠檬酸钠（红）/储运用,,印刷,张,,其他,,,0,已启用,,,0.25,否,否
综合物资,5000000511,,电池充电记录表/储运用,,印刷,本,,其他,,,0,已启用,,,6.8,否,否
综合物资,5000000510,,库房安全卫生检查记录/储运用,,印刷,本,,其他,,,0,已启用,,,6.8,否,否
综合物资,5000000509,,液氮验收核对表/储运用,,印刷,本,,其他,,,0,已启用,,,6.8,否,否
综合物资,5000000508,,货品出门条/储运用,,印刷,本,,其他,,,0,已启用,,,3.8,否,否
综合物资,5000000507,,柴油叉车日常检查表 /储运用,,印刷,本,,其他,,,0,已启用,,,6.8,否,否
综合物资,5000000506,,电瓶叉车日常检查表（发货）/储运用,,印刷,本,,其他,,,0,已启用,,,6.8,否,否
综合物资,5000000505,,电瓶叉车日常检查表（车间）/储运用,,印刷,本,,其他,,,0,已启用,,,6.8,否,否
综合物资,5000000504,,承运车辆进入厂区注意事项告知书/储运用,,印刷,本,,其他,,,0,已启用,,,6.8,否,否
综合物资,5000000503,,仓库盘点表/储运用,,印刷,本,,其他,,,0,已启用,,,6.8,否,否
综合物资,5000000502,,广东基地物流提货车辆出入登记表/储运用,,印刷,本,,其他,,,0,已启用,,,6.8,否,否
综合物资,5000000501,,食堂安全事项检查表/行政用,,印刷,本,,其他,,,0,已启用,,,32.0,否,否
综合物资,5000000500,,食堂日常监督检查表/行政用,,印刷,本,,其他,,,0,已启用,,,32.0,否,否
综合物资,5000000499,,食堂食品卫生安全自查项目表/行政用,,印刷,本,,其他,,,0,已启用,,,32.0,否,否
综合物资,5000000498,,食堂食品留样记录表/行政用,,印刷,本,,其他,,,0,已启用,,,32.0,否,否
综合物资,5000000497,,食堂食品添加剂使用明细表/行政用,,印刷,本,,其他,,,0,已启用,,,32.0,否,否
综合物资,5000000496,,食堂毛巾消毒记录表/行政用,,印刷,本,,其他,,,0,已启用,,,32.0,否,否
综合物资,5000000495,,食堂餐具消毒记录表/行政用,,印刷,本,,其他,,,0,已启用,,,32.0,否,否
综合物资,5000000494,,食堂菜单登记表/行政用,,印刷,本,,其他,,,0,已启用,,,32.0,否,否
综合物资,5000000493,,食堂食品添加剂出入库登记表/行政用,,印刷,本,,其他,,,0,已启用,,,32.0,否,否
综合物资,5000000492,,洗手液出入库登记表/行政用,,印刷,本,,其他,,,0,已启用,,,32.0,否,否
综合物资,5000000491,,洗洁精出入库登记表/行政用,,印刷,本,,其他,,,0,已启用,,,32.0,否,否
综合物资,5000000490,,酸性除垢剂出入库登记表/行政用,,印刷,本,,其他,,,0,已启用,,,32.0,否,否
综合物资,5000000489,,催干剂出入库登记表/行政用,,印刷,本,,其他,,,0,已启用,,,32.0,否,否
综合物资,5000000488,,碗碟洗涤剂出入库登记表/行政用,,印刷,本,,其他,,,0,已启用,,,32.0,否,否
综合物资,5000000487,,大米出入库登记表/行政用,,印刷,本,,其他,,,0,已启用,,,32.0,否,否
综合物资,5000000486,,油出入库登记表/行政用,,印刷,本,,其他,,,0,已启用,,,32.0,否,否
综合物资,5000000485,,肉类进货台账-日日升/行政用,,印刷,本,,其他,,,0,已启用,,,32.0,否,否
综合物资,5000000484,,肉类进货台账-双惠/行政用,,印刷,本,,其他,,,0,已启用,,,32.0,否,否
综合物资,5000000483,,肉类进货台账-春之园/行政用,,印刷,本,,其他,,,0,已启用,,,32.0,否,否
综合物资,5000000482,,食堂验收记录表/行政用,,印刷,本,,其他,,,0,已启用,,,32.0,否,否
综合物资,5000000481,,劳动合同书/行政用,,印刷,本,,其他,,,0,已启用,,,2.6,否,否
综合物资,5000000480,,食堂视频卫生安全自查表/行政用,,印刷,本,,其他,,,0,已启用,,,32.0,否,否
综合物资,5000000479,,食堂商品添加剂使用明细表/行政用,,印刷,本,,其他,,,0,已启用,,,32.0,否,否
综合物资,5000000478,,食堂食材验收记录表/行政用,,印刷,本,,其他,,,0,已启用,,,32.0,否,否
综合物资,5000000477,,肉类供货台账-春之园/行政用,,印刷,本,,其他,,,0,已启用,,,32.0,否,否
综合物资,5000000476,,化验员工序记录本/品管用,,印刷,本,,其他,,,0,已启用,,,15.0,否,否
综合物资,5000000475,,空罐进货检验报告/品管用,,印刷,本,,其他,,,0,已启用,,,6.8,否,否
综合物资,5000000474,,半成品检验报告/品管用,,印刷,本,,其他,,,0,已启用,,,6.8,否,否
综合物资,5000000473,,内涂膜检验报告（强化型）/品管用,,印刷,本,,其他,,,0,已启用,,,6.8,否,否
综合物资,5000000472,,内涂膜检验报告（普通型）/品管用,,印刷,本,,其他,,,0,已启用,,,6.8,否,否
综合物资,5000000471,,标签标识检验报告（强化型）/品管用,,印刷,本,,其他,,,0,已启用,,,6.8,否,否
综合物资,5000000470,,标签标识检验报告（普通型）/品管用,,印刷,本,,其他,,,0,已启用,,,6.8,否,否
综合物资,5000000469,,微生物CT时间统计表/品管用,,印刷,本,,其他,,,0,已启用,,,6.8,否,否
