u{FEFF}条码/物料编码,名称/物料描述,规格型号,分类/物料组,计量单位,品牌,自定义类别,保质期(天),保质期预警(天),保留小数,状态,标箱折扣系数,货期(天),默认价格,是否标识管理,是否费用化资产
"40038240","温控器","PYST1H0555PZSTS0G001K","包装机","个","","",1095,90,0,"已启用",,,,"否","否"
"40038096","模块","XBF0004707/KZ010577","包装机","个","西门子","",1095,90,0,"已启用",,,,"否","否"
"40037600","盖仓","5S5600073","封口机","件","","",1095,90,0,"已启用",,,,"否","否"
"40037442","压头（瑞迩利世）","RE-GCZH-D206（瑞迩利世）","封口机","个","","",1095,90,0,"已启用",,,,"否","否"
"40036571","二道卷封轮","6-9001372（5-6401194）","封口机","个","CFT","",1095,90,0,"已启用",,,,"否","否"
"40036570","一道卷封轮","6-9001371","封口机","个","CFT","",1095,90,0,"已启用",,,,"否","否"
"40036569","压头专用板手","RE-YTBS-D206","封口机","套","","",1095,90,0,"已启用",,,,"否","否"
"40036568","对中专用工具","RE-DZ-D206","封口机","套","","",1095,90,0,"已启用",,,,"否","否"
"40036279","拍盖头","5-2850217","封口机","个","CFT","",1095,90,0,"已启用",,,,"否","否"
"40036277","顶出器杆","5-0200073","封口机","根","CFT","",1095,90,0,"已启用",,,,"否","否"
"40035518","两位五通电磁阀","5V210-08 24V","配料系统","个","","",1095,90,0,"已启用",,,,"否","否"
"40035492","卷封压头测力计","CAN-1050D","工具","个","","",1095,90,0,"已启用",,,,"否","否"
"40035491","卷边测微计","CSM-207","工具","个","","",1095,90,0,"已启用",,,,"否","否"
"40035462","温度探头2","TA2531","配料系统","个","","",1095,90,0,"已启用",,,,"否","否"
"40035461","电子压力传感器","PM1704/0-10bar","配料系统","个","","",1095,90,0,"已启用",,,,"否","否"
"40035460","压力变送器1","PM1708/0-1bar","配料系统","个","","",1095,90,0,"已启用",,,,"否","否"
"40035323","回流阀阀座O形圈","/3.68*1.78EPDM70 BK/2S2189619","灌装机","件","CFT","",1095,90,0,"已启用",,,,"否","否"
"40035318","回流阀阀头","5B0055419","灌装机","件","CFT","",1095,90,0,"已启用",,,,"否","否"
"40035314","灌装阀大座垫","5-3700101","封口机","件","CFT","",1095,90,0,"已启用",,,,"否","否"
"40035313","慢灌喇叭头密封","5-3700098","灌装机","件","CFT","",1095,90,0,"已启用",,,,"否","否"
"40035311","垫圈","22.0*17.0*3.0/5-3700089","灌装机","件","CFT","",1095,90,0,"已启用",,,,"否","否"
"40035310","灌装阀中座密封圈","5-3700087","灌装机","件","CFT","",1095,90,0,"已启用",,,,"否","否"
"40035309","灌装阀小座密封圈","12.0*7.0*3.0/5-3700086","灌装机","件","CFT","",1095,90,0,"已启用",,,,"否","否"
"40035308","灌装头大密封圈","53.0*44.5*3.0/5-3700085","灌装机","件","CFT","",1095,90,0,"已启用",,,,"否","否"
"40035307","灌装阀滤网座上方形密封","5-3700033","灌装机","件","CFT","",1095,90,0,"已启用",,,,"否","否"
"40035305","快灌磨菇头","5-0370003","封口机","件","CFT","",1095,90,0,"已启用",,,,"否","否"
"40035304","慢灌喇叭头","5-0370002","灌装机","件","CFT","",1095,90,0,"已启用",,,,"否","否"
"40035303","灌装阀隔膜片","5-0370001","灌装机","件","CFT","",1095,90,0,"已启用",,,,"否","否"
"40035301","假座O形圈","53.70*1.78EPDM70 BK/2-2350188","灌装机","件","CFT","",1095,90,0,"已启用",,,,"否","否"
"40035300","灌装头压簧","2-1550019","灌装机","件","CFT","",1095,90,0,"已启用",,,,"否","否"
"40035297","垫圈2","2-2350390","灌装机","件","CFT","",1095,90,0,"已启用",,,,"否","否"
"40035295","垫圈1","23-15.0-3.7 SH=81/5-3700974","灌装机","件","CFT","",1095,90,0,"已启用",,,,"否","否"
"40035292","垫圈7","2C213003206","灌装机","件","CFT","",1095,90,0,"已启用",,,,"否","否"
"40035290","齿形带","2-0600100","灌装机","件","CFT","",1095,90,0,"已启用",,,,"否","否"
"40035283","红牛压头","5-4200965","封口机","件","CFT","",1095,90,0,"已启用",,,,"否","否"
"40035282","托罐盘","5-5300231","封口机","件","CFT","",1095,90,0,"已启用",,,,"否","否"
"40035281","推盖指","5S5276064","封口机","件","CFT","",1095,90,0,"已启用",,,,"否","否"
"40035279","传感器1","2C270014576","封口机","件","CFT","",1095,90,0,"已启用",,,,"否","否"
"40035278","微动开关","2-2852121","封口机","件","CFT","",1095,90,0,"已启用",,,,"否","否"
"40035277","微动开关1","2-2852120","封口机","件","CFT","",1095,90,0,"已启用",,,,"否","否"
"40035276","传感器","2-2850491","封口机","件","CFT","",1095,90,0,"已启用",,,,"否","否"
"40035267","螺旋下盖器","5S5732041","封口机","件","CFT","",1095,90,0,"已启用",,,,"否","否"
"40035263","齿轮1","5-3800087","封口机","件","CFT","",1095,90,0,"已启用",,,,"否","否"
"40035260","垫圈9","2C213006150","封口机","件","CFT","",1095,90,0,"已启用",,,,"否","否"
"40035256","轴承9","2C210011340","封口机","件","CFT","",1095,90,0,"已启用",,,,"否","否"
"40035251","垫片1","2S2180080","封口机","件","CFT","",1095,90,0,"已启用",,,,"否","否"
"40035246","O型圈30","2S2186145","封口机","件","CFT","",1095,90,0,"已启用",,,,"否","否"
"40035245","弹簧4","2S2180030","封口机","件","CFT","",1095,90,0,"已启用",,,,"否","否"
"40035244","油封环12","2C210011080","封口机","件","CFT","",1095,90,0,"已启用",,,,"否","否"
"40035237","轮子1","5S5672002","封口机","件","CFT","",1095,90,0,"已启用",,,,"否","否"
"40035235","轮子2","5S5672003","封口机","件","CFT","",1095,90,0,"已启用",,,,"否","否"
"40035231","垫片","2S2129010","封口机","件","CFT","",1095,90,0,"已启用",,,,"否","否"
"40035230","轴承19","INARULLINI NRA 3 X 27,8/2S2130149","封口机","件","CFT","",1095,90,0,"已启用",,,,"否","否"
"40035228","弹簧5","25*64 GIALLA/2S2180060","封口机","件","CFT","",1095,90,0,"已启用",,,,"否","否"
"40035221","O型圈8","2S2186094","灌装机","件","CFT","",1095,90,0,"已启用",,,,"否","否"
"40035219","下盖器","5S5732038","封口机","件","CFT","",1095,90,0,"已启用",,,,"否","否"
"40035218","下盖刀片","5S5162001","封口机","件","CFT","",1095,90,0,"已启用",,,,"否","否"
"40035215","下盖刀气缸","2-2801810","封口机","件","CFT","",1095,90,0,"已启用",0.000,,,"否","否"
"40035214","滤芯3","DROPSA60U38 BSP/2-2950126","封口机","件","CFT","",1095,90,0,"已启用",,,,"否","否"
"40035213","滤芯1","2-2950127","封口机","件","CFT","",1095,90,0,"已启用",,,,"否","否"
"40035205","O型圈13","2S2186799","灌装机","件","CFT","",1095,90,0,"已启用",,,,"否","否"
"40035204","O型圈12","2S2188805","封口机","件","CFT","",1095,90,0,"已启用",,,,"否","否"
"40035200","O型圈47","2S2185922","封口机","件","CFT","",1095,90,0,"已启用",,,,"否","否"
"40035199","O型圈6","91.67*3.53EPDM70 BK/DUC060","灌装机","件","CFT","",1095,90,0,"已启用",,,,"否","否"
"40035194","导轨6","2-1300014","灌装机","件","CFT","",1095,90,0,"已启用",,,,"否","否"
"40035192","O型圈4","48.90*2.62EPDM70 BK/2S2189667","灌装机","件","CFT","",1095,90,0,"已启用",,,,"否","否"
"40035191","O型圈","2S2189630","灌装机","件","CFT","",1095,90,0,"已启用",,,,"否","否"
"40035046","温度变送器","SP-SBWZ-2441/L=150*100mm  pt100 0~150℃","配料系统","个","","",1095,90,0,"已启用",,,,"否","否"
"40035004","镜面反射光电开关","VL180-2P42431","灌装机","个","","",1095,90,0,"已启用",,,,"否","否"
"40034984","雷加喷嘴","940.684","灌装机","个","CRYOGAS","",1095,90,0,"已启用",,,,"否","否"
"40034983","雷加加热器","940.396CD","注氮机","个","CRYOGAS","",1095,90,0,"已启用",,,,"否","否"
"40034847","陶瓷过滤芯","88173200","配料系统","根","PALL","",1095,90,0,"已启用",,,,"否","否"
"40034512","接近开关","IFS200","灌装机","个","IFM","",1095,90,0,"已启用",,,,"否","否"
"40034405","诺信R溶剂","270755","包装机","瓶","诺信","",1095,90,0,"已启用",,,,"否","否"
"40034404","通针","901923","包装机","个","诺信","",1095,90,0,"已启用",,,,"否","否"
"40033825","诺信通针","","包装机","个","诺信","",1095,90,0,"已启用",,,,"否","否"
"40033548","不锈钢空心销","Φ3*25","通用机械备件","个","","",1095,90,0,"已启用",,,,"否","否"
"40033546","不锈钢水龙头","DN20","通用管材管件","个","","",1095,90,0,"已启用",,,,"否","否"
"40033544","不锈钢水龙头","DN15","通用管材管件","个","","",1095,90,0,"已启用",,,,"否","否"
"40033543","不锈钢丝扣球阀","DN25","通用管材管件","个","","",1095,90,0,"已启用",,,,"否","否"
"40015075","强力调节阀","MG490281","热缩机","个","SMI","",1095,90,0,"已启用",,,,"否","否"
"40012918","深沟球轴承1","61903","自动上盖机","个","SKF","",1095,90,0,"已启用",,,,"否","否"
"40009064","同步皮带1","RPP8M-1040-30/MF500195","热缩机","条","SMI","",1095,90,0,"已启用",0.000,,,"否","否"
"40005331","接近开关5","IFS209/替代EF100022","通用电器件","个","","",1095,90,0,"已启用",0.000,,,"否","否"
"40004874","带座轴承","6206 RS/MG100015/0901314297","包装机","个","SMI/SKF","",1095,90,0,"已启用",,,,"否","否"
"40004831","带丝螺杆","MA600404/901100069","热缩机","个","SMI","",1095,90,0,"已启用",,,,"否","否"
"40004826","长塑料辊筒","MA111901/0901314087","热缩机","个","SMI","",1095,90,0,"已启用",,,,"否","否"
"40004825","短塑料辊筒","MA110687/0901100026","包装机","个","SMI","",1095,90,0,"已启用",,,,"否","否"
"40004371","喷胶模块","1052925","包装机","个","诺信","",1095,90,0,"已启用",,,,"否","否"
"40004132","弹簧","MF100187","热缩机","个","SMI","",1095,90,0,"已启用",,,,"否","否"
"40004131","切膜刀弹簧","MF100186","热缩机","个","SMI","",1095,90,0,"已启用",,,,"否","否"
"40039428","污水潜水泵","380V65WQ25--25-4F(Y)","污水系统","台","南方泵业","",1095,90,0,"已启用",,,,"否","否"
"40041700","变频器","44015-CP7004T75H-02","空压机","个","","",1095,90,0,"已启用",,,,"否","否"
"40042940","气动震动器","气动震动器/GT6/链道","链道系统","个","","",,,0,"已启用",,,,"否","否"
